node;pid;total_cycles;mpi_cycles;omp_cycles;sum_walltime;thread_cycles;sum_insns;mpi_insns;omp_insns;scalar_double;scalar_single;packed_single_128;packed_double_128;packed_single_256;packed_double_256;packed_single_512;packed_double_512;
pop-os;11103;108523016;0;0;0.10852301865816;0;0;0;0;0;0;0;0;0;0;0;0;
