3.91 cycles/c_element
3.02 cycles/c_element
3.23 cycles/c_element
4.01 cycles/c_element
3.69 cycles/c_element
3.26 cycles/c_element
3.88 cycles/c_element
3.20 cycles/c_element
3.28 cycles/c_element
3.66 cycles/c_element
3.82 cycles/c_element
3.50 cycles/c_element
3.58 cycles/c_element
3.33 cycles/c_element
3.24 cycles/c_element
3.19 cycles/c_element
3.27 cycles/c_element
3.21 cycles/c_element
3.01 cycles/c_element
3.60 cycles/c_element
3.01 cycles/c_element
3.08 cycles/c_element
3.09 cycles/c_element
3.04 cycles/c_element
3.18 cycles/c_element
3.00 cycles/c_element
3.55 cycles/c_element
3.18 cycles/c_element
4.14 cycles/c_element
3.72 cycles/c_element
3.42 cycles/c_element
