3.45 cycles/c_element
3.18 cycles/c_element
3.04 cycles/c_element
2.88 cycles/c_element
4.39 cycles/c_element
3.57 cycles/c_element
2.97 cycles/c_element
3.68 cycles/c_element
2.87 cycles/c_element
3.13 cycles/c_element
2.97 cycles/c_element
2.89 cycles/c_element
3.17 cycles/c_element
2.87 cycles/c_element
3.31 cycles/c_element
2.86 cycles/c_element
2.97 cycles/c_element
2.87 cycles/c_element
2.87 cycles/c_element
3.03 cycles/c_element
2.87 cycles/c_element
3.24 cycles/c_element
3.10 cycles/c_element
2.94 cycles/c_element
3.07 cycles/c_element
2.97 cycles/c_element
2.87 cycles/c_element
2.86 cycles/c_element
2.92 cycles/c_element
3.26 cycles/c_element
2.87 cycles/c_element
