4.05 cycles/c_element
3.30 cycles/c_element
3.24 cycles/c_element
3.50 cycles/c_element
4.21 cycles/c_element
3.30 cycles/c_element
3.75 cycles/c_element
3.38 cycles/c_element
3.48 cycles/c_element
3.30 cycles/c_element
3.74 cycles/c_element
3.20 cycles/c_element
3.50 cycles/c_element
3.31 cycles/c_element
3.20 cycles/c_element
3.21 cycles/c_element
3.18 cycles/c_element
3.01 cycles/c_element
3.02 cycles/c_element
3.01 cycles/c_element
3.46 cycles/c_element
3.01 cycles/c_element
3.02 cycles/c_element
3.02 cycles/c_element
3.02 cycles/c_element
3.02 cycles/c_element
3.12 cycles/c_element
3.31 cycles/c_element
3.02 cycles/c_element
3.09 cycles/c_element
3.07 cycles/c_element
