3.88 cycles/c_element
3.45 cycles/c_element
3.07 cycles/c_element
3.12 cycles/c_element
4.27 cycles/c_element
3.59 cycles/c_element
3.64 cycles/c_element
3.40 cycles/c_element
3.19 cycles/c_element
3.41 cycles/c_element
3.60 cycles/c_element
3.03 cycles/c_element
3.09 cycles/c_element
3.30 cycles/c_element
4.20 cycles/c_element
3.40 cycles/c_element
3.40 cycles/c_element
3.44 cycles/c_element
3.39 cycles/c_element
3.38 cycles/c_element
3.92 cycles/c_element
5.92 cycles/c_element
6.49 cycles/c_element
4.85 cycles/c_element
3.56 cycles/c_element
3.17 cycles/c_element
3.11 cycles/c_element
3.25 cycles/c_element
3.26 cycles/c_element
3.20 cycles/c_element
3.32 cycles/c_element
