3.80 cycles/c_element
3.74 cycles/c_element
4.36 cycles/c_element
4.66 cycles/c_element
3.67 cycles/c_element
3.61 cycles/c_element
3.91 cycles/c_element
3.30 cycles/c_element
3.34 cycles/c_element
3.32 cycles/c_element
3.30 cycles/c_element
3.33 cycles/c_element
3.59 cycles/c_element
3.14 cycles/c_element
3.14 cycles/c_element
3.06 cycles/c_element
3.72 cycles/c_element
3.18 cycles/c_element
3.29 cycles/c_element
3.34 cycles/c_element
3.18 cycles/c_element
3.06 cycles/c_element
3.21 cycles/c_element
3.34 cycles/c_element
3.35 cycles/c_element
3.27 cycles/c_element
3.26 cycles/c_element
3.18 cycles/c_element
3.06 cycles/c_element
3.16 cycles/c_element
3.34 cycles/c_element
