3.80 cycles/c_element
3.77 cycles/c_element
3.64 cycles/c_element
3.91 cycles/c_element
3.77 cycles/c_element
3.63 cycles/c_element
3.61 cycles/c_element
3.47 cycles/c_element
3.37 cycles/c_element
3.22 cycles/c_element
3.28 cycles/c_element
3.59 cycles/c_element
3.52 cycles/c_element
3.14 cycles/c_element
3.16 cycles/c_element
3.28 cycles/c_element
3.32 cycles/c_element
3.24 cycles/c_element
3.51 cycles/c_element
3.12 cycles/c_element
3.15 cycles/c_element
3.63 cycles/c_element
3.02 cycles/c_element
3.16 cycles/c_element
3.02 cycles/c_element
3.61 cycles/c_element
3.12 cycles/c_element
3.02 cycles/c_element
3.13 cycles/c_element
3.01 cycles/c_element
3.13 cycles/c_element
