block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
117;s13_01;;44.22;0.33;0.33;0.33;0.33;0;1;
119;s13_01;;39.46;0.29;0.29;0.29;0.29;0;1;
114;s13_01;;6.8;0.05;0.05;0.05;0.05;0;1;
116;s13_01;;5.44;0.04;0.04;0.04;0.04;0;1;
113;s13_01;;4.08;0.03;0.03;0.03;0.03;0;1;
