block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
93;s13_01;;47.64;1.87;;;;;;
91;s13_01;;24.59;0.96;;;;;;
94;s13_01;;24.08;0.94;;;;;;
89;s13_01;;2.42;0.09;;;;;;
92;s13_01;;1.27;0.05;;;;;;
