block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
97;s13_gcc_O2;;28.57;0.01;;;;;;
99;s13_gcc_O2;;28.57;0.01;;;;;;
96;s13_gcc_O2;;14.29;0;;;;;;
101;s13_gcc_O2;;14.29;0;;;;;;
103;s13_gcc_O2;;14.29;0;;;;;;
