3.61 cycles/c_element
3.58 cycles/c_element
4.26 cycles/c_element
3.49 cycles/c_element
3.48 cycles/c_element
3.59 cycles/c_element
3.48 cycles/c_element
3.37 cycles/c_element
3.34 cycles/c_element
3.18 cycles/c_element
3.18 cycles/c_element
3.33 cycles/c_element
3.39 cycles/c_element
3.10 cycles/c_element
3.19 cycles/c_element
3.17 cycles/c_element
3.10 cycles/c_element
3.17 cycles/c_element
3.50 cycles/c_element
3.93 cycles/c_element
4.42 cycles/c_element
3.20 cycles/c_element
3.10 cycles/c_element
3.30 cycles/c_element
3.43 cycles/c_element
3.35 cycles/c_element
3.23 cycles/c_element
3.27 cycles/c_element
3.18 cycles/c_element
3.23 cycles/c_element
3.10 cycles/c_element
