11440.31 cycles/c_element
11336.70 cycles/c_element
11143.36 cycles/c_element
10600.21 cycles/c_element
10204.71 cycles/c_element
10540.40 cycles/c_element
10434.69 cycles/c_element
10207.94 cycles/c_element
10589.73 cycles/c_element
10094.69 cycles/c_element
10398.34 cycles/c_element
10536.16 cycles/c_element
10108.32 cycles/c_element
10468.12 cycles/c_element
10474.33 cycles/c_element
10247.17 cycles/c_element
10789.16 cycles/c_element
10385.27 cycles/c_element
10530.36 cycles/c_element
10625.35 cycles/c_element
10339.06 cycles/c_element
10671.15 cycles/c_element
10560.17 cycles/c_element
10464.27 cycles/c_element
10601.24 cycles/c_element
10416.23 cycles/c_element
10150.44 cycles/c_element
11054.27 cycles/c_element
11579.90 cycles/c_element
10598.35 cycles/c_element
10615.06 cycles/c_element
