2.64 cycles/c_element
2.70 cycles/c_element
2.91 cycles/c_element
3.02 cycles/c_element
2.44 cycles/c_element
2.33 cycles/c_element
2.37 cycles/c_element
2.88 cycles/c_element
2.42 cycles/c_element
2.51 cycles/c_element
2.42 cycles/c_element
2.49 cycles/c_element
2.42 cycles/c_element
2.41 cycles/c_element
2.28 cycles/c_element
2.53 cycles/c_element
2.67 cycles/c_element
2.45 cycles/c_element
2.27 cycles/c_element
2.34 cycles/c_element
2.60 cycles/c_element
2.40 cycles/c_element
2.48 cycles/c_element
2.27 cycles/c_element
2.43 cycles/c_element
2.87 cycles/c_element
2.51 cycles/c_element
2.37 cycles/c_element
2.41 cycles/c_element
3.39 cycles/c_element
2.73 cycles/c_element
