3.40 cycles/c_element
3.01 cycles/c_element
2.95 cycles/c_element
3.08 cycles/c_element
3.54 cycles/c_element
2.93 cycles/c_element
2.97 cycles/c_element
4.11 cycles/c_element
3.22 cycles/c_element
3.33 cycles/c_element
3.29 cycles/c_element
3.12 cycles/c_element
2.97 cycles/c_element
3.08 cycles/c_element
2.95 cycles/c_element
2.86 cycles/c_element
2.94 cycles/c_element
2.93 cycles/c_element
3.31 cycles/c_element
2.86 cycles/c_element
3.12 cycles/c_element
2.97 cycles/c_element
2.87 cycles/c_element
3.01 cycles/c_element
2.87 cycles/c_element
3.35 cycles/c_element
3.04 cycles/c_element
2.91 cycles/c_element
2.92 cycles/c_element
2.86 cycles/c_element
2.92 cycles/c_element
