3.65 cycles/c_element
4.65 cycles/c_element
3.50 cycles/c_element
3.67 cycles/c_element
3.65 cycles/c_element
3.05 cycles/c_element
3.35 cycles/c_element
3.11 cycles/c_element
3.22 cycles/c_element
3.16 cycles/c_element
3.35 cycles/c_element
5.29 cycles/c_element
3.29 cycles/c_element
3.15 cycles/c_element
3.22 cycles/c_element
3.06 cycles/c_element
3.37 cycles/c_element
3.33 cycles/c_element
3.20 cycles/c_element
3.17 cycles/c_element
3.16 cycles/c_element
3.06 cycles/c_element
3.25 cycles/c_element
3.24 cycles/c_element
3.25 cycles/c_element
3.14 cycles/c_element
3.06 cycles/c_element
3.11 cycles/c_element
3.06 cycles/c_element
3.06 cycles/c_element
3.19 cycles/c_element
