block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
98;s13_gcc_O2;;47.06;0.04;;;;;;
97;s13_gcc_O2;;35.29;0.03;;;;;;
95;s13_gcc_O2;;11.76;0.01;;;;;;
96;s13_gcc_O2;;5.88;0;;;;;;
