block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
97;s13_gcc_O2;;52.94;0.04;;;;;;
98;s13_gcc_O2;;35.29;0.03;;;;;;
96;s13_gcc_O2;;11.76;0.01;;;;;;
