2.36586e+10 s13_03n_v6_rep-100_warmup-150.dat
2.36853e+10 s13_03n_v6_rep-100_warmup-250.dat
2.3746e+10 s13_03n_v6_rep-100_warmup-350.dat
2.37824e+10 s13_03n_v6_rep-100_warmup-450.dat
2.3785e+10 s13_03n_v6_rep-100_warmup-100.dat
2.38161e+10 s13_03n_v6_rep-100_warmup-600.dat
2.38358e+10 s13_03n_v6_rep-100_warmup-200.dat
2.3848e+10 s13_03n_v6_rep-100_warmup-400.dat
2.38808e+10 s13_03n_v6_rep-100_warmup-700.dat
2.39128e+10 s13_03n_v6_rep-100_warmup-300.dat
2.414e+10 s13_03n_v6_rep-100_warmup-750.dat
2.41673e+10 s13_03n_v6_rep-100_warmup-550.dat
2.42392e+10 s13_03n_v6_rep-100_warmup-950.dat
2.42676e+10 s13_03n_v6_rep-100_warmup-850.dat
2.42717e+10 s13_03n_v6_rep-100_warmup-1000.dat
2.42774e+10 s13_03n_v6_rep-100_warmup-900.dat
2.42979e+10 s13_03n_v6_rep-100_warmup-800.dat
2.45909e+10 s13_03n_v6_rep-100_warmup-500.dat
2.51856e+10 s13_03n_v6_rep-100_warmup-650.dat
