block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
117;s13_03;;33.33;0.05;;;;;;
118;s13_03;;30;0.04;;;;;;
116;s13_03;;23.33;0.04;;;;;;
119;s13_03;;13.33;0.02;;;;;;
