block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
87;s13_03;;33.33;0.01;;;;;;
85;s13_03;;22.22;0.01;;;;;;
88;s13_03;;22.22;0.01;;;;;;
86;s13_03;;11.11;0;;;;;;
83;s13_03;;11.11;0;;;;;;
