node;pid;total_cycles;mpi_cycles;omp_cycles;sum_walltime;thread_cycles;sum_insns;mpi_insns;omp_insns;scalar_double;scalar_single;packed_single_128;packed_double_128;packed_single_256;packed_double_256;packed_single_512;packed_double_512;
pop-os;7292;9783773184;0;0;3.9300000667572;0;0;0;0;0;0;0;0;0;0;0;0;
